"ID","Year","State","Population","IMR","IMR_Hispanic","IMR_White","IMR_Black","IMR_Native","IMR_Asian","IMR_20","IMR_20_29","IMR_30_39","IMR_40","Expenditure","Expenditure_edu","Expenditure_edu_education","Expenditure_edu_libraries","Expenditure_social","Expenditure_social_health","Expenditure_social_hospitals","Expenditure_social_insurance","Expenditure_social_veterans","Expenditure_social_welfare","Expenditure_env","Expenditure_env_housing","Expenditure_env_parks","Expenditure_env_resources","Expenditure_env_sewerage","Expenditure_env_waste","President","Governor","Legislature","Gini","Poverty"
371,2007,"IN",6080485,7.6,6.3,6.5,15.4,,3.2,10.8,7.4,6.2,9.3,46575803,15978005,15483966,494039,10986534,759312,2950475,110679,918,7165150,2778054,648706,683940,356576,875904,212928,"R","R","S",0.432,9
372,2007,"IA",2926324,5.5,6.6,5.1,11.1,,5,8.2,5.4,4.4,11.8,24247943,8214297,8099088,115209,6282509,476293,2157861,35051,4923,3608381,1290772,166849,326437,292777,335084,169625,"R","D","D",0.424,7.3
373,2007,"KS",2688418,8,7.1,6.9,14.6,,5.5,12,7.2,6.4,8.1,21781175,7161707,7069075,92632,4976181,375964,1574443,22647,3011,3000116,1136720,206567,233745,265427,301297,129684,"R","D","R",0.441,8.6
374,2007,"KY",4041769,6.7,5.1,6.6,12.1,,5.7,9.7,7.1,5.5,10.1,31722063,9827474,9692735,134739,7903890,654295,1434448,52103,0,5763044,1622357,285068,285283,374850,459943,217213,"R","R","S",0.46,13.1
375,2007,"LA",4468976,9.2,3.9,6.6,13.9,10.1,7.2,13.1,9,8.1,9.6,40042212,10262468,10108144,154324,9295487,745567,3622735,58296,14279,4854610,5344006,3293884,620641,639565,496798,293118,"R","D","D",0.475,14.4
376,2007,"ME",1274923,6.4,,5.9,10.2,,,9.6,5.6,5.8,,10861972,3123654,3091252,32402,3163175,569190,125359,11294,290,2457042,783543,250688,78891,182303,155359,116302,"R","D","D",0.428,8.7
377,2007,"MD",5296486,8,5.3,5.5,13,,5.2,9.7,7.9,7.4,10.8,47790383,16015257,15788198,227059,9218955,1643058,480529,50734,14341,7030293,3845802,1038372,935093,607363,677991,586983,"R","D","D",0.433,5.3
378,2007,"MA",6349097,4.9,6.1,4,10.9,,3,7.5,5.6,4,6.2,65641907,17054263,16797406,256857,14819415,1047661,1375276,55084,50266,12291128,4468334,2286184,406830,310083,1061695,403542,"R","D","D",0.461,7
379,2007,"MI",9938444,7.9,7.1,5.9,14.7,8.7,4.8,11.5,7.4,6.4,10.2,80814076,28665874,28221542,444332,17477134,3287232,3080543,173774,0,10935585,4634274,971611,846241,402193,1930675,483554,"R","D","S",0.444,9.6
380,2007,"MN",4919479,5.6,4.6,4.8,11.3,10.5,5.4,9.6,5.4,4.9,7.4,47224785,14134664,13882299,252365,12205575,1003724,1706946,73418,6495,9414992,3237930,845213,826632,590525,622285,353275,"R","R","D",0.43,6.5
381,2007,"MS",2844658,10,6.6,7.1,13.8,18.9,,12.2,10,8.9,13.8,24694879,6770927,6716970,53957,7092336,402168,2623494,22693,4348,4039633,1073939,217075,152459,297366,222696,184343,"R","R","D",0.471,16.8
382,2007,"MO",5595211,7.4,5.1,6.2,14.5,,3.8,9.3,7.3,6.4,11.5,41893924,13000431,12787664,212767,9700865,1423169,2375095,18992,108,5883501,2441233,611335,550530,368879,760638,149851,"R","R","R",0.449,10
383,2007,"MT",902195,6.3,,5.9,,9.8,,10.1,5.8,6.6,,7446231,2361005,2333494,27511,1338626,209961,103851,14343,1374,1009097,594048,101533,65775,265487,81214,80039,"R","D","S",0.426,8.6
384,2007,"NE",1711263,6.8,5.2,5.3,13,11.5,5.5,8.9,5.8,5.3,8.1,16749931,4757288,4717228,40060,3336263,413278,804176,40360,1635,2076814,893312,212241,163702,245182,185052,87135,"R","R","R",0.43,7.8
385,2007,"NV",1998257,6.3,5.7,5.3,12.5,,5,8.3,5.7,5.7,10.4,20009336,5777547,5679475,98072,3183042,368799,898625,41696,1994,1871928,1429981,228169,685585,228877,266894,20456,"R","R","S",0.434,7.6
386,2007,"NH",1235786,5.4,6.4,5,,,,7.8,4.9,4.7,7.1,9409318,3295170,3260812,34358,1770447,139846,56244,28030,390,1545937,564272,173822,92478,72218,114886,110868,"R","D","D",0.417,4.9
387,2007,"NJ",8414350,5.1,5.1,3.8,12.1,,2.9,9.2,5.8,4.4,5.7,86513739,30017408,29606827,410581,16036046,1650635,2176114,156364,14734,12038199,4929190,1074253,1076043,435013,1171108,1172773,"R","D","D",0.458,6.4
388,2007,"NM",1819046,6.2,5.6,6.1,9,5.6,,7.6,5.9,4.6,6.2,18295711,5809605,5755328,54277,4588507,496171,851822,18133,2776,3219605,1063008,137061,304132,283053,193823,144939,"R","D","D",0.457,13.8
389,2007,"NY",18976457,5.6,5,4.3,11.3,10.1,3.4,9.2,5.7,4.7,6.9,249934227,61764692,60838333,926359,62156291,5645491,11552549,304363,14682,44639206,14074055,4841677,2532241,605447,3550366,2544324,"R","D","S",0.495,10.9
390,2007,"NC",8049313,8.5,6.3,6.2,14.6,15.4,5.7,12,8.4,6.5,10.6,67184920,20986877,20761522,225355,17522062,2756004,4801951,160514,4086,9799507,4694682,874345,968765,741551,1416490,693531,"R","D","D",0.458,10.7
391,2007,"ND",642200,7.6,,5.6,,12,,10.9,5.9,6.1,,5205527,1757372,1743687,13685,844730,82263,15390,7498,316,739263,450215,60729,102169,190878,50445,45994,"R","R","R",0.434,7
392,2007,"OH",11353140,7.8,6.9,6.3,15,,4.4,10.8,7.9,6.2,9.8,100137060,30409415,29954468,454947,24687535,3909785,3361317,262288,1617,17152528,6476530,1967017,1070039,397159,2560966,481349,"R","D","R",0.449,9.8
393,2007,"OK",3450654,8.4,5.1,7.5,13.9,8.4,5.5,10.2,7.8,6.5,8.9,26036020,8767095,8677161,89934,6156005,673267,1013886,43000,6756,4419096,1378485,253531,330691,208523,381737,204003,"R","D","S",0.46,12.8
394,2007,"OR",3421399,5.7,5.4,5.2,10.2,10.1,4.8,8.8,5.1,4.9,6.8,32295007,8825553,8652772,172781,6092217,947721,1274063,43217,27459,3799757,2556679,535160,531963,493859,854106,141591,"R","D","D",0.444,9.2
395,2007,"PA",12281054,7.5,7.9,5.8,14,,4.9,11.4,7.9,6,7.7,108218734,32068224,31830249,237975,27409385,3888062,2177328,198092,2845,21143058,6228520,1831281,967152,707131,1975610,747346,"R","D","R",0.455,8.2
396,2007,"RI",1048319,7.3,7.8,4.3,10.6,,,7.8,6.6,5.7,9.9,10010607,2837909,2797137,40772,2305999,170907,93996,34038,1013,2006045,526918,193510,66908,45248,113860,107392,"R","R","D",0.442,7.8
397,2007,"SC",4012012,8.5,5.9,6,13,,5.2,12,8.3,6.3,10.7,36968652,11483459,11398054,85405,10488543,1104090,3903077,59974,0,5421402,1780261,364322,369267,279049,439779,327844,"R","R","R",0.462,11.9
398,2007,"SD",754844,6.3,9.7,5.6,,13.1,,10.7,7.4,5.5,,5580937,1637220,1615672,21548,1026387,141334,95974,19324,1839,767916,529917,106763,124833,149625,114399,34297,"R","R","R",0.439,8.4
399,2007,"TN",5689283,8.3,6.5,6.5,15.4,,5.5,12.3,8.3,6.7,7.9,49274434,11540528,11430564,109964,12282542,1534823,3002504,124539,3632,7617044,2449782,659512,519345,309862,630665,330398,"R","D","S",0.468,12.4
400,2007,"TX",20851820,6.3,5.6,5.5,11.7,7.5,4.1,8,6,5.6,9.4,171197374,59462189,58977929,484260,34335956,3560974,9546528,178934,697368,20352152,8815677,1821476,1901824,1467122,2594739,1030516,"R","R","R",0.474,13.3
401,2007,"UT",2233169,5,5,4.7,10.3,,7.2,8.1,4.4,5.1,9.8,19981778,6467801,6373999,93802,3528234,511852,817997,17865,628,2179892,1442362,300944,411740,242090,354324,133264,"R","R","R",0.41,7.8
402,2007,"VT",608827,5.1,,4.9,,,,7.6,6,3.1,,5819088,2170719,2154143,16576,1395140,155669,18162,17169,585,1203555,341270,120995,36662,72501,73560,37552,"R","R","D",0.42,6.7
403,2007,"VA",7078515,7.7,6,5.5,13.4,,4.6,11.2,7.4,6.1,7.7,59067521,21273867,20969232,304635,12152388,1530060,2768311,152406,20605,7681006,3726258,984190,967705,260534,921272,592557,"R","D","R",0.456,6.8
404,2007,"WA",5894121,4.9,5.3,4.3,7.7,10.3,3.9,8.7,4.8,4.3,5.9,62127822,16863852,16536672,327180,12742546,2093598,3391150,154634,8554,7094610,4934757,1068794,937407,895833,1489751,542972,"R","D","D",0.443,8
405,2007,"WV",1808344,7.3,,7.1,14.9,,,9.9,7.4,6.1,,12993317,4577674,4543396,34278,3078666,314379,316514,21305,7274,2419194,784530,133079,150260,180481,252674,68036,"R","D","D",0.447,12.7
406,2007,"WI",5363675,6.4,6.3,5.4,15.1,10.8,6.8,10,6.6,5.7,7.6,46819475,15113101,14879043,234058,10374714,1575659,1122040,88812,13618,7574585,2917682,340755,653954,732207,834968,355798,"R","D","S",0.424,7.3
407,2007,"WY",493782,7.4,7.9,6.3,,15.3,,14,6.7,4.7,,6715774,2060249,2010036,50213,1596961,293883,649059,30653,0,623366,525746,25207,141615,228876,77543,52505,"R","D","R",0.413,6.3
408,2007,"DC",572059,12.9,4.4,4.5,17.7,,,13.8,14.5,8.6,11.9,10604688,1591589,1546282,45307,2720624,386710,144915,7774,0,2181225,1360569,448790,369509,17707,228079,296484,"R",,,0.537,16.3
409,2008,"AL",4447100,9.5,7.3,7.5,13.3,,5,12.7,9,8.1,8.2,37855331,13198658,13110400,88258,9535211,1040127,3839365,79565,7836,4568318,1784913,415493,486248,309939,326776,246457,"R","R","D",0.472,12.6
410,2008,"AK",626932,6,5.5,4.1,8.3,11.4,6.9,8.2,6.9,5,,12903682,3043756,3011369,32387,1908478,196294,257290,35416,4367,1415111,901077,271057,142948,291145,104776,91151,"R","R","S",0.417,8.2
411,2008,"AZ",5130632,6.4,5.7,6,14.4,8.5,7.5,8,6.3,5.7,10.6,52383683,14267196,14040853,226343,10315616,1793424,1218586,59703,12755,7231148,3913098,567679,1079202,591728,1284507,389982,"R","D","R",0.454,10.1
412,2008,"AR",2673400,7.4,5.1,6.6,12.6,,,10.7,7.4,6,7.1,20186892,7079617,6986178,93439,5117097,281534,991914,57656,1431,3784562,1135869,170246,213501,246182,315695,190245,"R","D","D",0.46,13.1
413,2008,"CA",33871648,5.1,4.9,4.3,10.4,7.5,4.3,6.8,4.9,4.6,7.5,412952032,105246162,103771796,1474366,81234825,13687028,17726332,384231,4433,49432801,32997015,10246021,6179370,6726898,6122760,3721966,"R","R","D",0.466,9.7
414,2008,"CO",4301261,6.2,7.2,5.1,12.9,8.6,4.6,10.9,6.3,4.9,5.7,42763993,12892051,12602587,289464,7156517,1003955,1893333,57675,1425,4200129,3391947,651865,1506621,352836,763073,117552,"R","D","D",0.45,8.4
415,2008,"CT",3405565,5.9,6.4,4.6,12.6,,5.9,8.2,6.4,5.4,6.5,35150823,11290676,11125440,165236,7426002,766688,1384731,85744,3926,5184913,1880983,664570,286413,126031,444680,359289,"R","R","D",0.48,5.9
416,2008,"DE",783600,8.4,6.9,5.3,14.8,,,10.5,8.1,7,,9072548,2916588,2878324,38264,1938212,417650,63435,14624,0,1442503,634021,117561,92342,100038,198540,125540,"R","D","D",0.434,7.6
417,2008,"FL",15982378,7.3,5.3,5.5,12.7,,5.4,10.2,7,6.1,8.1,158655017,41984888,41309599,675289,31881373,4544385,7733560,81049,7662,19514717,15300479,2416917,3274363,4306697,2871110,2431392,"R","R","R",0.467,9
418,2008,"GA",8186453,8,4.9,5.7,12.3,,3.9,10.8,8,6.1,8.8,77693304,25877264,25650665,226599,16893909,2285790,5111613,90175,51970,9354361,4842425,1240690,1048754,529270,1405477,618234,"R","R","R",0.461,11.1
419,2008,"HI",1211537,5.6,5.7,4.9,10.7,,6.4,8.9,6,5.7,4.8,13424635,3544704,3511814,32890,2998186,732910,572458,25270,3860,1663688,1084095,201545,256352,120905,273620,231673,"R","R","D",0.438,7.1
420,2008,"ID",1293953,5.7,7.6,5.6,,9.8,,9.3,5.7,5.2,13.9,10777774,3212923,3168770,44153,2676233,204005,803061,26392,0,1642775,811642,92906,136148,251639,196478,134471,"R","R","R",0.421,9.3
421,2008,"IL",12419293,7.2,5.8,5.5,13.6,,5,10.2,6.9,6,9.7,115875062,33428511,32736157,692354,21804902,3012325,2431837,116521,9355,16234864,7319795,2062083,2564188,549693,1621701,522130,"R","D","D",0.462,9.1
422,2008,"IN",6080485,6.8,6.8,6.5,14.5,,5.3,10.1,7.4,6.4,8.2,48852533,16001729,15418944,582785,12301459,808915,3025064,116856,1276,8349348,3109477,666077,768910,377870,1036638,259982,"R","R","S",0.432,9
423,2008,"IA",2926324,5.7,6.5,4.9,12.2,,,9.5,5.1,4,10.1,25822581,8829101,8689821,139280,6832047,508266,2386881,35543,11411,3889946,1429770,163866,372664,343314,360430,189496,"R","D","D",0.424,7.3
424,2008,"KS",2688418,7.3,6.7,6.9,15.3,,6.2,11.5,7.3,6.5,8.4,23609816,7630154,7506496,123658,5382246,466997,1680618,25522,4610,3204499,1207308,193432,267593,265009,328631,152643,"R","D","R",0.441,8.6
425,2008,"KY",4041769,6.9,4.5,6.5,11.2,,4,9.6,6.8,5.4,9.7,34603320,10758603,10632513,126090,8640866,799557,1628912,85442,0,6126955,1637296,294582,282332,403230,456188,200964,"R","D","S",0.46,13.1
426,2008,"LA",4468976,9,3.8,6.9,12.8,,5.4,12.5,8.6,8,9.7,46897142,11975896,11809371,166525,10763813,816454,4099763,80574,6079,5760943,7749157,5425169,722042,791605,502047,308294,"R","R","D",0.475,14.4
427,2008,"ME",1274923,5.4,,5.7,11.2,,,7.8,5.6,5.8,,11194026,3224249,3188598,35651,3261317,605800,130920,18632,288,2505677,773587,244623,75136,173753,162132,117943,"R","D","D",0.428,8.7
428,2008,"MD",5296486,8,5.1,4.8,13.3,,4.9,10.2,7.6,7.2,9.9,51268382,17446382,17268838,177544,9621565,1722758,495169,47249,15508,7340881,3970704,1042404,849882,674131,807216,597071,"R","D","D",0.433,5.3
429,2008,"MA",6349097,5,6.9,4,9.9,,3.5,6.9,5.7,4.1,6.7,68434557,17568191,17305941,262250,15421042,1167756,1769174,50281,51955,12381876,3990494,1757166,433194,315310,1082336,402488,"R","D","D",0.461,7
430,2008,"MI",9938444,7.4,6.9,5.9,14.9,9.3,5.3,11.3,7.6,6.5,10,83758206,28804471,28322832,481639,18596078,3610270,3263764,173332,0,11548712,4946608,1011853,818973,430802,2086590,598390,"R","D","S",0.444,9.6
431,2008,"MN",4919479,5.9,4.6,4.6,11,8.9,5.4,10,5.3,4.4,7.6,50900512,15027648,14802409,225239,13050391,1107024,1843652,76295,9676,10013744,3450870,849417,1013293,602381,646765,339014,"R","R","D",0.43,6.5
432,2008,"MS",2844658,9.9,6.3,7.2,13.4,19.5,,10.9,10.2,8.6,14,25164384,7218627,7154566,64061,7613365,420459,2866961,76284,4501,4245160,1104536,231855,193216,320968,201591,156906,"R","R","D",0.471,16.8
433,2008,"MO",5595211,7.1,5.2,6.1,14.1,,3.5,9.5,7.2,6.3,9.4,44750733,14280979,14003193,277786,10498650,1513374,2629780,24941,118,6330437,2444577,611201,657430,374622,653500,147824,"R","R","R",0.449,10
434,2008,"MT",902195,7.1,,6.1,,9.9,,8.7,6.1,6.7,,8126517,2549703,2522784,26919,1440657,229148,113176,16115,1550,1080668,704780,105755,91663,310243,124212,72907,"R","D","S",0.426,8.6
435,2008,"NE",1711263,5.5,5.5,5.2,13.4,13.1,,8.5,6.1,4.6,8.9,17624949,5130661,5092731,37930,3466121,416744,871490,39791,1494,2136602,920571,204675,180711,260357,201225,73603,"R","R","R",0.43,7.8
436,2008,"NV",1998257,5.4,5.4,5.5,9.9,,4.9,8,5.5,5.4,9.2,21454309,6361258,6226566,134692,3216105,390764,955148,41650,1866,1826677,1603263,237601,782443,298432,260781,24006,"R","R","D",0.434,7.6
437,2008,"NH",1235786,3.9,,4.7,,,,6.9,5.3,3.7,,9962854,3455261,3419245,36016,1880453,152090,60361,30370,393,1637239,593064,189091,101085,73105,112524,117259,"R","D","D",0.417,4.9
438,2008,"NJ",8414350,5.5,5,3.7,12.1,,2.7,8.9,5.7,4.4,5.7,91701630,30924452,30502466,421986,16905838,1675679,2433954,164887,11627,12619691,5414343,1188382,1189773,516200,1343068,1176920,"R","D","D",0.458,6.4
439,2008,"NM",1819046,5.6,5.3,5.8,12,6.1,,7,5.6,5,6.5,19583846,6278337,6226221,52116,5131005,554876,881308,18205,3459,3673157,1098350,159342,333997,282054,165401,157556,"R","D","D",0.457,13.8
440,2008,"NY",18976457,5.5,4.9,4.3,11.1,8,3.2,9.2,5.6,4.7,6.6,262283053,65617550,64731648,885902,62303452,5799066,12264482,276737,15627,43947540,14745081,4659872,2677742,683477,3925946,2798044,"R","D","D",0.495,10.9
441,2008,"NC",8049313,8.2,6.3,6,14.7,15.5,5.6,11.8,8.5,6.4,10.1,72041692,22236419,22016432,219987,19110038,2998701,5466719,164146,4595,10475877,4660530,862081,1064314,774128,1213698,746309,"R","D","D",0.458,10.7
442,2008,"ND",642200,5.8,,5.4,,15.6,,10.8,6.2,6.1,,5610581,1866539,1847311,19228,921144,84748,16703,9110,369,810214,454751,77889,108408,180238,45036,43180,"R","R","R",0.434,7
443,2008,"OH",11353140,7.7,7.3,6.3,14.5,,4.3,10.8,8,6,10.1,102766554,31347190,30873060,474130,24501916,3821561,3530420,261305,7,16888623,6849138,2152042,1099429,396477,2713421,487769,"R","D","S",0.449,9.8
444,2008,"OK",3450654,7.2,6.1,7.2,14.7,8.8,4.4,11.1,7.4,6.8,10.3,27471420,9245987,9144590,101397,6663592,689188,1106638,46929,8279,4812558,1380744,212866,364380,219442,398959,185097,"R","D","R",0.46,12.8
445,2008,"OR",3421399,5.1,4.7,5.2,8.9,10.4,5,8.3,5.1,4.5,8,34616793,9835220,9674161,161059,6459814,861949,1421853,46366,29210,4100436,2652334,511827,579510,539522,889079,132396,"R","D","D",0.444,9.2
446,2008,"PA",12281054,7.4,8.3,5.5,13.4,,4.7,10.9,7.7,5.9,7.8,113480790,33619161,33383527,235634,27814223,4215949,2446681,88738,3850,21059005,6589641,2003035,1019801,787789,1999900,779116,"R","D","S",0.455,8.2
447,2008,"RI",1048319,5.9,5.6,4.7,10.9,,6.4,6.5,6.4,5.8,11.5,10567245,2976928,2936240,40688,2447430,187269,87528,17010,2132,2153491,531259,207502,58320,43837,123341,98259,"R","R","D",0.442,7.8
448,2008,"SC",4012012,8.1,5.5,5.9,12.1,,3.8,10.6,8,6.2,8.7,39734654,12351338,12256435,94903,11167153,1188418,4470054,59813,0,5448868,1961068,449830,362017,319329,497906,331986,"R","R","R",0.462,11.9
449,2008,"SD",754844,8.3,9.2,5.7,,12.4,,10.8,7,5.7,,5870383,1776617,1753268,23349,1094516,151638,102115,20292,1521,818950,563793,97332,146905,153801,134786,30969,"R","R","R",0.439,8.4
450,2008,"TN",5689283,8.2,6.5,6.4,14.9,,4.5,11.4,8.1,6.6,9.5,49559630,12486127,12376203,109924,12984062,1631771,3048689,110582,4348,8188672,2580246,643778,516944,483411,594509,341604,"R","D","R",0.468,12.4
451,2008,"TX",20851820,6.2,5.6,5.5,11.4,7.9,4.2,7.8,6,5.4,10.1,190625065,66399386,65902357,497029,38043647,3709225,10697697,191885,738552,22706288,9424664,1913942,2195669,1254396,2984318,1076339,"R","R","R",0.474,13.3
452,2008,"UT",2233169,4.7,5.6,4.7,9.8,,6.8,7.4,4.5,5.4,8.4,22198697,7566883,7470556,96327,3728732,562864,877647,19463,836,2267922,1547275,273091,493333,242309,395185,143357,"R","R","R",0.41,7.8
453,2008,"VT",608827,4.6,,5.1,,,,,6.9,3.6,,6065792,2231765,2214713,17052,1466515,171688,20092,19567,778,1254390,346719,123629,37303,77376,66391,42020,"R","R","D",0.42,6.7
454,2008,"VA",7078515,6.9,6.3,5.6,13.1,,4.4,10.3,7.5,6.1,7.7,63325231,23050351,22700196,350155,12746817,1436802,3080774,150869,6763,8071609,3982507,1034445,945041,282698,1022238,698085,"R","D","S",0.456,6.8
455,2008,"WA",5894121,5.4,5.3,4.7,7.8,10.4,3.7,9,5.1,4.1,5.9,66530241,18396564,18041414,355150,13863699,2244153,3688884,177790,11354,7741518,5315098,1149011,974807,784981,1790737,615562,"R","D","D",0.443,8
456,2008,"WV",1808344,7.8,,7.5,11.6,,,10.2,7.5,6.1,11.9,13614864,4719145,4682152,36993,3234385,319315,344274,22583,3311,2544902,858696,125938,168697,180805,313947,69309,"R","D","D",0.447,12.7
457,2008,"WI",5363675,6.9,6.2,5.4,14.1,9.6,6.8,10.8,6.5,5.2,7.7,49302771,15836389,15592365,244024,10712700,1857288,1273246,88131,14036,7479999,2906296,286861,589790,799808,845986,383851,"R","D","D",0.424,7.3
458,2008,"WY",493782,7,7.3,6.1,,14.9,,14.2,6.7,3.7,,7519707,2286715,2239914,46801,1837647,362474,773466,30688,0,671019,560297,20580,148621,219917,104930,66249,"R","D","R",0.413,6.3
459,2008,"DC",572059,11.1,6.7,4.3,16.5,,,14.8,14,8,10.1,12957613,2286895,2226646,60249,3226004,563608,231829,16829,0,2413738,1772232,570523,661711,26018,194785,319195,"R",,,0.537,16.3
460,2009,"AL",4447100,8.3,7.4,7,13.1,,4.5,11,8.7,8.1,7,41171406,13501541,13404190,97351,10730029,916199,4268929,89763,7580,5447558,1760619,424824,472542,283988,333228,246037,"R","R","D",0.472,12.6
461,2009,"AK",626932,6.9,,3.5,11.6,9.3,6.1,6.6,6,3.9,,14546360,3276920,3239551,37369,2242778,357656,322477,37985,4693,1519967,943769,274382,166127,315030,97787,90443,"R","R","S",0.417,8.2
462,2009,"AZ",5130632,6,5.6,5.4,13.5,8.2,8,7.5,6.1,5.4,9.7,53906003,14240945,13998214,242731,10994481,1907888,979742,67289,13131,8026431,3900630,579891,1100766,565499,1227871,426603,"R","R","R",0.454,10.1
463,2009,"AR",2673400,7.6,5.6,6.5,11.5,,7.8,9.5,7.4,5.9,9.3,20677126,7452040,7377914,74126,5137703,247355,1008683,43221,1147,3837297,1073671,163829,194002,226717,297823,191300,"R","R","D",0.46,13.1
464,2009,"CA",33871648,4.9,4.8,4.1,9.8,7.5,3.9,6.5,4.8,4.5,7,429363536,105307037,103983216,1323821,85915209,13133420,19955351,426581,6826,52393031,33391176,10093727,5968098,6147075,7504008,3678268,"R","R","D",0.466,9.7
465,2009,"CO",4301261,6.2,6.6,5.3,12.7,9.4,5.8,10.1,6.2,4.9,8.1,45694301,13010779,12751470,259309,7782405,1295614,2225631,67550,1430,4192180,3408408,813975,1193613,346138,961126,93556,"R","R","D",0.45,8.4
466,2009,"CT",3405565,5.5,6.7,4,11.8,,4.8,9.3,5.7,5,5,37615438,11856971,11691096,165875,8005051,816455,1437415,94731,3133,5653317,1975468,685260,261837,140010,486479,401882,"R","R","D",0.48,5.9
467,2009,"DE",783600,8,5.1,5.9,14.5,,,10.7,8.2,6.7,,9362274,2986900,2933543,53357,1994536,411670,59063,16316,0,1507487,571033,128323,77069,97517,175011,93113,"R","D","D",0.434,7.6
468,2009,"FL",15982378,6.9,5,5.4,12.2,,4.9,10.1,6.9,5.8,8.2,160507780,40111481,39422731,688750,32999171,4816726,8193000,107258,6729,19875458,15412713,2565916,3103068,4339974,2884416,2519339,"R","R","R",0.467,9
469,2009,"GA",8186453,7.3,5.1,5.4,11.1,,3,9.7,7.5,5.9,8.2,76204514,26014574,25834443,180131,16084727,2035929,4223397,114891,38514,9671996,4767938,1199169,1026121,475638,1439533,627477,"R","R","R",0.461,11.1
470,2009,"HI",1211537,5.9,6.1,4.2,10.8,,6.3,7.6,6.2,5.1,7.2,14266860,3591016,3557276,33740,3150443,706011,601205,21996,2944,1818287,1285250,234039,285708,127390,350100,288013,"R","R","D",0.438,7.1
471,2009,"ID",1293953,5.5,6.8,5,,10.7,,9.8,5,4.6,8.6,11606524,3348927,3303532,45395,2886694,210962,854113,31022,0,1790597,843539,99359,138464,241800,203393,160523,"R","R","R",0.421,9.3
472,2009,"IL",12419293,6.9,5.9,5.5,13.6,,5.4,10.1,7.1,6,8.5,124490309,35272404,34599707,672697,23241689,3112425,2500773,126771,11857,17489863,7501019,1995794,2679828,561446,1661841,602110,"R","D","D",0.462,9.1
473,2009,"IN",6080485,7.8,6.8,6.5,14.1,,6.2,10.4,7.2,6.7,8.4,51508484,16675933,16164738,511195,12299538,809073,3481274,127110,1511,7880570,3193780,692640,857391,367888,1028621,247240,"R","R","S",0.432,9
474,2009,"IA",2926324,4.6,6.3,4.7,12.1,,,9.9,4.8,3.9,11,28316038,9361294,9230025,131269,7580802,537625,2778141,37526,11148,4216362,1654410,213159,318541,496887,433321,192502,"R","D","D",0.424,7.3
475,2009,"KS",2688418,7.1,6.5,6.3,13.1,,6.1,8.9,7,5.9,7.4,25831403,8527519,8425812,101707,5692681,472869,1875320,23107,6792,3314593,1314584,193322,307564,269888,381486,162324,"R","D","R",0.441,8.6
476,2009,"KY",4041769,6.8,4.7,6.7,10.5,,,9.2,6.9,5.5,7.9,35985700,10793771,10721856,71915,9572042,946692,1750512,95115,0,6779723,1711422,355159,298149,344535,499498,214081,"R","D","S",0.46,13.1
477,2009,"LA",4468976,8.8,3.3,6.6,11.9,,6.9,12.2,8.2,7.1,11.4,48011388,12398940,12220697,178243,11545956,883912,4471689,111192,5961,6073202,4953930,2520645,682406,826295,561847,362737,"R","R","D",0.475,14.4
478,2009,"ME",1274923,5.7,,5.5,,,,7.8,5.5,5.1,,11934713,3333495,3294969,38526,3594175,581464,140812,15853,344,2855702,795491,235833,70089,191884,168471,129214,"R","D","D",0.428,8.7
479,2009,"MD",5296486,7.2,4.9,4.6,12.7,,4,10.9,7.3,6.5,8.8,54742747,17633295,17428773,204522,10850980,1822963,539719,55952,9449,8422897,4466876,1227357,970472,767121,877185,624741,"R","D","D",0.433,5.3
480,2009,"MA",6349097,5.1,6.7,3.8,9.2,,4.1,7.4,5.3,3.9,6.8,73333907,18516962,18235719,281243,16102002,1158111,1873651,58593,56377,12955270,5129011,2583083,406777,380659,1351433,407059,"R","D","D",0.461,7
481,2009,"MI",9938444,7.6,6.4,5.7,14.3,12.2,4.3,11,7.4,6.2,9.4,86331821,28511163,28130521,380642,19978766,3922729,3355465,195345,0,12505227,4477659,965101,799638,388020,1844172,480728,"R","D","S",0.444,9.6
482,2009,"MN",4919479,4.6,5,4.3,9.6,8.7,4.8,9,5,4.3,6.5,54373893,16211341,15963777,247564,14246923,1261100,1911627,74558,17438,10982200,3733383,764695,1192941,686907,698424,390416,"R","R","D",0.43,6.5
483,2009,"MS",2844658,10.1,6,7.2,13.4,12.5,,11.3,10.1,8,15,26236580,7457224,7407378,49846,8466412,448900,3056295,88412,5172,4867633,1102875,217716,257476,269024,194867,163792,"R","R","D",0.471,16.8
484,2009,"MO",5595211,7.1,5.5,6,12.8,,3.6,10.1,6.9,5.7,8.7,48495377,14713441,14346946,366495,11558264,1596314,2927759,26683,191,7007317,2990404,625839,948293,406773,845244,164255,"R","D","R",0.449,10
485,2009,"MT",902195,6.2,,6.1,,10.2,,9.2,6,6.5,,8486811,2593241,2567220,26021,1639433,224058,116607,23744,1683,1273341,635854,117506,84841,256158,100926,76423,"R","D","S",0.426,8.6
486,2009,"NE",1711263,5.4,5.5,4.6,13.5,8.2,,7.9,5.5,4.2,9.5,18830464,5524636,5483229,41407,3566556,392742,895429,34302,2361,2241722,1073056,153570,209273,436526,186995,86692,"R","R","R",0.43,7.8
487,2009,"NV",1998257,5.8,5,5.3,10,,4.3,8.3,5.4,4.8,7,22475051,5954011,5828875,125136,3570502,373785,1005885,57956,2649,2130227,1707153,262935,769769,341323,306359,26767,"R","R","D",0.434,7.6
